Content	Label
Which has highest bond energy and stronger bond? ( mathbf{A} cdot F_{2} ) B. ( C l_{2} ) c. ( B r_{2} ) D. ( I_{2} )	Chemistry
If ( boldsymbol{a}>mathbf{0}, lim _{x rightarrow infty} frac{[boldsymbol{a} boldsymbol{x}+boldsymbol{b}]}{boldsymbol{x}} ) is where [ denotes G.I.F. ( mathbf{A} cdot mathbf{0} ) B. c. ( [a] ) ( D cdot[b] )	Maths
The freezing point of a solution containing 0.2 g of acetic acid in 20.0 g benzene is lowered by ( 0.45^{circ} mathrm{C} ). The degree of association of acetic acid in benzene is: [Assume acetic acid dimerizes in benzene and ( K_{f} ) for benzene ( =mathbf{5 . 1 2} mathbf{K} ) ( left.mathrm{kg} mathrm{mol}^{-1}right] ) A. ( 94.5 % ) B . ( 54.9 % ) c. ( 78.2 % ) D. 100%	Chemistry
The H.C.F. of two expressions is ( x ) and their L.C.M is ( x^{3}-9 x ) IF one of the expression is ( x^{2}+3 x ) then,the other expression is A ( cdot x^{2}-3 x ) B. ( x^{3}-3 x ) c. ( x^{2}+9 x ) D. ( x^{2}-9 x )	Maths
Trisilylamine ( left[ddot{boldsymbol{N}}left(boldsymbol{S} boldsymbol{i} boldsymbol{H}_{3}right)_{3}right] ) has ( mathbf{a} ) A. planer geometry B. tetrahedral geometry c. pyramidal geometry D. none of these	Chemistry
The B-H curve (i) and (ii) shown in fig., associated with A. (i) diamagnetic and (ii) paramagnetic substance B. (i) paramagnetic and (ii) ferromagnetic substance C. (i) soft iron and (ii) steel respectively D. (i) steel and (ii) soft iron respectively	Physics
The ( P E ) of a ( 2 k g ) particle, free to move along ( x ) -axis is given by ( V(x)= ) ( left(frac{x^{3}}{3}-frac{x^{2}}{2}right) J . ) The total mechanical energy of the particle is ( 4 J . ) Maximum speed ( left(operatorname{in} m s^{-1}right) ) is A ( cdot frac{1}{sqrt{2}} ) B. ( sqrt{2} ) c. ( frac{3}{sqrt{2}} ) D. ( frac{5}{sqrt{6}} )	Physics
Two inductors ( L_{1} ) and ( L_{2} ) are connected in parallel and a time varying current i flows as shown. The ratio of currents ( mathbf{i}_{i} / mathrm{l}_{2} ) at any time ( mathrm{t} ) is ( A cdot L_{1} / L_{2} ) B . ( L_{2} / L_{1} ) ( mathbf{C} cdot frac{L_{1}^{2}}{left(L_{1}+L_{2}right)^{2}} ) ( D )	Physics
( left[boldsymbol{C r}left(boldsymbol{N} boldsymbol{H}_{3}right)_{6}right]left[boldsymbol{C r}(boldsymbol{S C} boldsymbol{N})_{6}right] ) and ( left[boldsymbol{C r}left(boldsymbol{N} boldsymbol{H}_{3}right)_{2}(boldsymbol{S C N})_{4}right]left[boldsymbol{C r}left(boldsymbol{N} boldsymbol{H}_{3}right)_{4}(boldsymbol{S C N}right. ) are the examples of what type of isomerism? A. lonisation isomerism B. Linkage isomerism c. coordination isomerism D. Solvate isomerism	Chemistry
( 2- ) pentanone and ( 3- ) pentanone are: A. Chain isomers B. Tautomers C. Metamers D. Positional isomers	Chemistry
The element with highest boiling point in the following is : A. oxygen B. Sulphur c. Tellurium D. Polonium	Chemistry
Aluminium does not react with water at room temperature but reacts with both dil. ( H C l ) and ( N a O H ) solutions. Verify these statements experimentally. Write your observations with chemical equations. From these observations, can we conclude that ( A l ) is a metalloid?	Chemistry
Calculate the volume occupied by 40 g. of a ( C H_{4} ) at ( mathrm{S.T.P} ) if its ( mathrm{V} . mathrm{D} ). is 8 A. 24 litres B. 46 litres c. 34 litres D. 56 litres	Chemistry
The number of ( s p^{2}-p^{2} ) hybrid omega bonds in the following compound is: 4 B. ( c ) 2	Chemistry
A projectile of mass ( m ) is fired with velocity ( v ) from a point as shown in figure, neglecting air resistance, what is the change in momentum when leaving ( P ) and arriving at ( Q ? ) ( A cdot 0 ) ( mathbf{B} cdot m v ) ( mathbf{c} cdot 4 m v ) D. ( frac{2 m v}{sqrt{3}} )	Physics
A ( 10 W ) electric heater is used to heat a container filled with ( 0.5 mathrm{kg} ) of water. It is found that the temperature of water and the container rises by ( 3 K ) in 15 min. The container is then emptied, dried and filled with ( 2 k g ) of oil. The same heater now raises the temperature of container-oil system by ( 2 K ) in 20 min. Assuming that there is no heat loss in the process and the specific heat of water is ( 4200 mathrm{Jkg}^{-1} mathrm{K}^{-1} ), the specific heat of oil in the same unit is equal to: A. ( 1.50 times 10^{3} ) В. ( 2.55 times 10^{3} ) c. ( 3.00 times 10^{3} ) D. ( 5.10 times 10^{3} )	Physics
( 5 mathrm{ml} ) of water was taken in a test tube and a china dish respectively. these samples were then kept under different conditions as below: a) Both the samples are kept under a fan. b) Both the samples are kept inside a cupboard.	Physics
Incorrect statement in the following A. Glomerulus is a group of fine blood capillaries B. Loop of Henle is a part of malpighian body C. Jatropa is the source of bio-diesel D. Symptoms of uremia is swelling of feet	Biology
Stomochord is found in A. Urochordata B. Hemichordata c. cephalochordata D. Both A and B	Biology
Choose the correct answers from the alternatives given : Meiosis involves: A. two nuclear divisions with chromosomes dividing only once B. two nuclear divisions with chromosomes dividing twice c. two nuclear divisions with chromosomes dividing four times D. one nuclear division with chromosomes dividing only once	Biology
If ( x=2 R ), then the value of ( mu ) is 4.1 .5 B. ( c ) D. none of thes	Physics
The Sl unit of gravitational potential is : A. Joule/kg B. Joule^ /kg c. kg/Joule D. Joule/kg ( ^{2} )	Physics
Alternating current is converted to direct current by A . rectifier B. dynamo c. transformer D. motor	Physics
Two distinct lines in a plane A. always intersect B. always either intersect or are parallel C . always have two common points D. none of these	Maths
At constant temperature, the osmotic pressure of a solution is: This question has multiple correct options A. directly proportional to the concentration B. inversely proportional to the molar mass of solute C. directly proportional to the square of the concentration D. directly proportional to the square root of the concentration	Chemistry
The probability distribution function of a random variable ( boldsymbol{X} ) is given by ( boldsymbol{x}_{i}: quad 0 quad 1 quad 2 ) ( c / 2 quad c quad 2 c ) where ( c>0 . ) Find ( c )	Maths
One mole of ( H N O_{3} ) absorbs 5 moles of electrons in a redox reaction. The reduced product of this reaction is : A. 1 mole ( N_{2} ) B. 1 mole ( N_{2} ) O c. 1 mole ( N O_{2} ) D. 1 mole ( N H_{3} )	Chemistry
Silica gel is a very useful: A. raw material for soap B. drying agent c. wetting agent D. solvent	Chemistry
A chord of length ( 30 mathrm{cm} ) is drawn at a distance of ( 8 mathrm{cm} ) from the centre of a circle. The radius of the circle (in cm.) is ( mathbf{A} cdot 15 mathrm{cm} ) B. ( 21 mathrm{cm} ) c. ( 18 mathrm{cm} ) D. ( 17 mathrm{cm} )	Maths
Which of the following connectives satisfy commutative law? ( A cdot wedge ) B. ( c cdot Leftrightarrow ) D. All the above	Maths
Find the height of a parallelogram whose area is ( 54 mathrm{cm}^{2} ) and the base is ( 15 mathrm{cm} )	Maths
Pea plants were more suitable than cattle for Mendel's experiment because A. There were no breeding records of cattles B. Pea plants can be self-fertilised c. cattle are not easy to mantain D. All pea plants have 2n chromosomes and fewer genetic traits.	Biology
Which of the following is/are incorrectly named? This question has multiple correct options ( mathbf{A} ) ( B ) ( c ) 2-Methyl cycloheptene ( D ) cyclohexen	Chemistry
Solve: ( operatorname{cosec}^{-1}(cos x) ) is real ( , ) if A. ( x in[-1,1] ) в. ( x in R ) c. ( x ) is an odd multiple of ( frac{pi}{2} ) D. x is a multiple of ( pi )	Maths
Surfactants, having both cationic and anionic centres attached to the same molecule, are called: A . cationic surfactant B. anionic surfactant c. zwitter-ionic surfactants D. neutral surfactants	Chemistry
There is an infinite straight chain of alternating charges ( q ) and ( -q ) The distance between the two neighbouring charges is equal to a. Find the interaction energy of any charge with all the other charges. A ( cdot frac{2 q^{2}}{4 pi varepsilon_{0} a} ) B ( cdot frac{2 q^{2} log _{e} 2}{4 pi varepsilon_{0} a} ) ( ^{mathbf{C}}-frac{2 q^{2} log _{e} 2}{4 pi varepsilon_{0} a} ) D. none of these	Physics
A spherical mirror and a thin spherical lens have each a focal length of ( -15 mathrm{cm} ) The mirror and lens are likely to be: A. both concave B. both Convex c. the mirror is concave and lens is convex D. the mirror is convex but lens is concave	Physics
At some point ( mathbf{P} ) on the ellipse, the segment ( mathbf{S S}^{1} ) subtends a right angle, then its eccentricity is ( ^{A} cdot_{e}=frac{sqrt{2}}{2} ) в. ( e<frac{1}{sqrt{2}} ) c. ( e>frac{1}{sqrt{2}} ) D. ( frac{sqrt{3}}{2} )	Maths
If ( 1, log _{3}left(3^{x}-2right), 2 log _{9}left(3^{x}-8 / 3right) ) are in A.P., then the value of ( x ) can be- ( mathbf{A} cdot log left(frac{4}{3}right) ) B. ( frac{log 4}{log 3} 4 ) c. ( mathbf{D} cdot log _{3} 4 )	Maths
Find the next term of the A.P. ( sqrt{8}, sqrt{18}, sqrt{32} dots dots )	Maths
Assertion Electromotive force is a force which help the electrons to flow and produce current. Reason Electromotive force is independent of the voltage across the cell A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Physics
A steady current is passing through a linear conductor of non uniform cross- section. The net quantity of charge crossing any cross section per second is A. Independent of area of cross-section B. Directly proportional to the length of the conductor C. Directly proportional to the area of cross section. D. Inversely proportional to the length of the conductor	Physics
Three point charges of ( 2 q,-q ) and ( -q ) are placed at the corner of an equilateral triangle of side a. Then: This question has multiple correct options A. the potential at the centroid of the triangle is zero B. the electric field at the centroid of triangle is zero c. the dipole moment of the system is ( sqrt{2} q a hat{j} ) D. the dipole moment of the system is ( sqrt{3} q a hat{j} )	Physics
Assertion nm is not same as mN Reason ( ln m=10^{-9} m operatorname{and} 1 m N=10^{-3} N ) A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion C. Assertion is correct but Reason is incorrect D. Assertion is incorrect but Reason is correct	Physics
Two convex lenses have focal lengths 10 ( mathrm{cm} ) and ( 40 mathrm{cm} . ) If a telescope has to be made by using these two lenses 1. The distance between the lenses should be ( 50 mathrm{cm} ) 2. The distance between the lenses should be ( 30 mathrm{cm} ) 3. The magnifying power of this telescope will be 5 4. An inverted image will be produced in this telescope Which two of the give are correct? A. 1 and 4 B. 2 and 4 c. 1 and 3 D. 3 and 4	Physics
Prove that the difference of the infinite continued fractions ( frac{1}{a+b+c} frac{1}{c+} dots, frac{1}{b+a+c+} dots ., ) is equal to ( frac{a-b}{1+a b} )	Maths
Let ( boldsymbol{f}(boldsymbol{x})=boldsymbol{x}^{2}+boldsymbol{x} boldsymbol{g}^{prime}(1)+boldsymbol{g}^{prime prime}(2) ) and ( boldsymbol{g}(boldsymbol{x})=boldsymbol{f}(1) cdot boldsymbol{x}^{2}+boldsymbol{x} boldsymbol{f}^{prime}(boldsymbol{x})+boldsymbol{f}^{prime prime}(boldsymbol{x}) ) then This question has multiple correct options A ( cdot f^{prime}(1)+f^{prime}(2)=0 ) B . ( g^{prime}(2)=g^{prime}(1) ) c. ( g^{prime prime}(2)+f^{prime prime}(3)=6 ) D. none of these	Maths
The decomposition of an equal mole of two reactants ( P ) and ( Q ) obey 1 st order kinetics with half-life 54 and 18 minutes respectively. If both are allowed to run for 54 minutes. The ratio of mole of ( Q ) and ( P ) left after decomposition will be: A . 3 B. ( frac{1}{4} ) ( c cdot 4 ) D. 16	Chemistry
A man sold two paintings at ( R s 924 ) each. On one he gains ( 20 % ) and on the other he loses ( 20 % ). How much does he gain or lose in the whole transaction?	Maths
Identify the graph of the polynomial function ( boldsymbol{f} ) ( f(x)=x^{4}-2 x^{3}-x^{2}+2 x ) A. graph a B. graph b c. graph c D. graoh d	Maths
Global warming is due to greenhouse effect. The greenhouse gas include: ( A cdot C O_{2} ) B. Oxides of nitrogen ( c cdot ) Both a ( & b ) D. None of the above	Chemistry
Which one of the following animals has a nervous system but no brain? A. Earthworm B. Hydra c. Amoeba D. cockroach	Biology
The number of faradays of electricity required to decompose ( 100 mathrm{ml} ) water (density ( =0.99 mathrm{gm} / mathrm{ml} ) ) is: A .2 B. 11 ( c .100 ) D. 5.5	Chemistry
The square root of ( 71 times 72 times 73 times ) ( mathbf{7 4}+mathbf{1} ) is : ( A cdot 9,375 ) B. 9,625 ( c cdot 5,625 ) D. 5,255	Maths
ntegrate the function ( frac{mathbf{5 x}}{(x+1)left(x^{2}+9right)} )	Maths
Tidal volume of air in a normal healthy man during inspiration is about A . 300-400ml B. 500-700ml c. ( 900-1000 mathrm{ml} ) D. 100-250ml	Biology
The given figure depicts the change in concentration of species ( X ) and ( Y ) as a function of time. The point of ntersection of the two curves represents: ( A cdot t_{1 / 2} ) в. ( t_{3 / 4} ) ( c cdot t_{2 / 3} ) D. data insufficient to predict	Chemistry
Solve the inequality and represent the solution graphically on number line. ( 5(2 x-7)-3(2 x+3) leq 0,2 x+19 leq ) ( mathbf{6} boldsymbol{x}+mathbf{4 7} )	Maths
Out of the following matrices, choose that matrix which is a scalar matrix. ( A cdotleft[begin{array}{ll}0 & 0  0 & 0end{array}right] ) В. ( left[begin{array}{lll}0 & 0 & 0  0 & 0 & 0end{array}right] ) c. ( left[begin{array}{ll}0 & 0  0 & 0  0 & 0end{array}right] ) D. ( left[begin{array}{l}0  0  0end{array}right] )	Maths
The value of ( left|begin{array}{ccc}boldsymbol{a}+boldsymbol{p} boldsymbol{d} & boldsymbol{a}+boldsymbol{q} boldsymbol{d} boldsymbol{a}+boldsymbol{r} boldsymbol{d}  boldsymbol{p} & boldsymbol{q} & boldsymbol{r}  boldsymbol{d} & boldsymbol{f} & boldsymbol{d}end{array}right| ) ( mathbf{A} cdot mathbf{0} ) B. - ( c cdot 1 ) D. ( p+q+r )	Maths
Calculate the pH of ( 1.0 times 10^{-3} mathrm{M} ) sodium phenolate, ( N a O C_{6} H_{5} cdot K_{a} ) for ( boldsymbol{H} boldsymbol{O} boldsymbol{C}_{6} boldsymbol{H}_{5} ) is ( boldsymbol{0 . 6} times mathbf{1 0}^{-10} )	Chemistry
Complete the following reaction: ( N a N O_{3}+N H_{4} C l longrightarrow ? ) ( mathbf{A} cdot N a N O_{3}+N H_{4} C l longrightarrow N H_{4} N O_{3}+N a C l stackrel{Delta}{rightarrow} N_{2} O+ ) ( 2 H_{2} O ) B ( cdot N a N O_{3}+3 N H_{4} C l longrightarrow 2 N H_{4} N O_{3}+N a C l triangleq N_{2} O+ ) ( 2 H_{2} O ) ( mathbf{c} cdot 2 N a N O_{3}+3 N H_{4} C l longrightarrow 2 N H_{4} N O_{3}+2 N a C l triangleq ) ( N_{2} O+2 H_{2} O ) D. None of these	Chemistry
When a divergent beam of light is incident on a plane mirror, the image formed is A. Upright and real B. Upright and virtual c. Inverted and virtual D. Inverted and real	Physics
Which of the following has the highest boiling point? A . Ne в. не c. ( C H_{4} ) D. xe	Chemistry
are used in making electric generators and electric motors. A. electric current B. magnetes c. cables D. all	Physics
2 moles of ( P C l_{5} ) when heated in a closed vessels of 2 litre capacity at equilibrium ( 40 % ) of ( P C l_{5} ) dissociated in ( P C l_{3} ) and ( C l_{2} . ) What is the value of the equilibrium constant? A. 0.267 B. 0.786 c. 0.345 D. 1.879	Chemistry
is the distance between consecutive corresponding points of the same phase, such as crests, troughs, compressions, rarefactions or zero crossings and is a characteristic of both travelling waves and standing waves, as well as other spatial wave patterns. A. frequency B. amplitude c. wavelength D. none of these	Physics
Show that: ( int_{0}^{pi / 2} frac{sin ^{2} x}{sin x+cos x} d x= ) ( frac{1}{sqrt{2}} log (sqrt{2}+1) )	Maths
The formula for the coefficient of range is ( frac{text { Range }}{boldsymbol{a}+boldsymbol{b}} . ) Here, ( boldsymbol{a} ) and ( boldsymbol{b} ) denote A. the mean and median of the data set B. the maximum and the minimum value of the data set c. the mean and mode value of the data set D. the minimum and mean value of the data set	Maths
Gay Lussac's Law of combining volumes is applicable for combustion of carbon. A. True B. False	Chemistry
The correct order of decreasing polarity ¡s: ( mathbf{A} cdot H F>S O_{2}>H_{2} O>N H_{3} ) B ( cdot H F>H_{2} O>S O_{2}>N H_{3} ) ( mathbf{c} cdot H F>N H_{3}>S O_{2}>H_{2} O ) ( mathbf{D} cdot H_{2} O>N H_{3}>S O_{2}>H F )	Chemistry
A bag ( A ) contains 10 white and 3 black balls. Another bag ( B ) contains 3 white and 5 black balls. Two balls are transferred from bag ( A ) and put in the bag ( B ) and a ball is drawn from bag ( B ) Find the probability that the ball drawn is white ball.	Maths
An electron accelerated by ( 200 mathrm{V} ) enters a magnetic field .If its velocity is ( 100 mathrm{m} / mathrm{sec} ). then ( (mathrm{e} / mathrm{m}) ) for it will be: ( (mathrm{C} / mathrm{Kg}) ) A. ( 1.75 times 10^{10} ) B. ( 1.75 times 10^{11} ) c. ( 1.75 times 10^{9} ) D. ( 1.75 times 10^{6} )	Physics
If the first, second and last terms of an A.P be ( a, b, 2 a ) respectively, then its sum will be A ( cdot frac{a b}{-a+b} ) В. ( frac{a b}{2(b-a)} ) c. ( frac{3 a b}{2(b-a)} ) D. ( frac{3 a b}{4(b-a)} )	Maths
table shows the number of students studying one or more of the following subjects in this class: Number of Subject Mathematics Physics Chemistry Mathematics and Physics 30 Mathematics and Chemistry 28 Physics and Chemistry 23 Mathematics, Physics and 18 Chemistry How many students are enrolled in Mathematics alone, Physics alone and Chemistry alone ( ? ) Are there students who have not offered any of these three subjects ?	Maths
What is a solenoid? Draw the pattern of magnetic field lines of (i) A current carrying solenoid and (ii)A bar magnet. List two distinguishing features between the two fields.	Physics
A steady current of magnitude ( I ) and an ( A C ) current of peak value ( I ) are allowed to pass through identical resistor for the same time. The ratio of heat produced in the two resistors will be : A .2: 1 B. 1: 2 c. 1: 1 D. None of these	Physics
If ( alpha ) and ( beta ) are the zeroes of the polynomial ( 2 y^{2}+7 y+5, ) write the values of ( boldsymbol{alpha}+boldsymbol{beta}+boldsymbol{alpha} boldsymbol{beta} )	Maths
The measures of the angles of a triangle are in the ratio ( 4: 5: 9 . ) The triangle is: A. An acute angled triangle B. A right angled triangle c. An obtuse angled triangle D. None of the above	Maths
Show that the three lines with direction ( operatorname{cosines} ) ( frac{12}{13}, frac{-3}{13}, frac{-4}{13}: frac{4}{13}, frac{12}{13}, frac{3}{13} ; frac{-4}{13}, frac{12}{13} ) are mutually perpendicular	Maths
Which of the following carbon atoms is most electronegative? ( stackrel{I I I}{C H_{3}}-C_{I H_{2}}^{I I}-C equiv C_{H}^{I} ) ( A ) B. I ( c ) D. All are equal electronegative	Chemistry
Write the name of excretory organs and draw a labelled diagram of excretory system in humans.	Biology
If ( boldsymbol{A}=left[begin{array}{cc}-boldsymbol{i} & mathbf{0}  mathbf{0} & boldsymbol{i}end{array}right], ) then ( boldsymbol{A}^{prime} boldsymbol{A} ) is equal to A . ( I ) B. ( -i A ) ( c .-I ) D. ( i A )	Maths
A motor car moving at a speed of ( 72 k m / h ) can not come to a stop in less than ( 3.0 s ) while for a truck this time interval is ( 5.0 s . ) On a higway the car is behind the truck both moving at ( 72 k m / h . ) The truck gives a signal that it is going to stop at emergency. At what distance the car should be from the truck so that it does not bump onto (collide with) the truck. Human response time is ( 0.5 s ) ( mathbf{A} cdot 1.25 m ) в. ( 1.5 m ) c. ( 1 m ) D. ( 0.5 m )	Physics
For the first order reaction, ( boldsymbol{A}(boldsymbol{g}) rightarrow ) ( 2 B(g)+C(g), ) the initial pressure is ( boldsymbol{P}_{boldsymbol{A}}=mathbf{9 0} ) mm Hg. Then pressure after 10 minutes is found to be 180 mm Hg. The half-life period of the reaction is: A ( cdot 1.15 times 10^{-3} mathrm{sec}^{-1} ) в. 600 sec c. ( 3.45 times 10^{-3} s e c^{-1} ) D. 200 sec	Chemistry
The wavelength of a certain electron transition in the hydrogen spectrum is 4864 A. Identify the transition. A. Third line Balmer B. First line Lyman c. First line Paschen D. second line Balmer	Physics
Shooting stars are actually not meteors. A. True B. False	Physics
An electron in the hydrogen atom is excited from ( 1^{s t} ) orbit to ( 5^{t h} ) orbit. Find the change in energy of the electron in ( e V: ) A. (13.6 ( times 24) / 25 ) B. (13.6 ( times 4) / 5 ) ( c cdot(0.529 times 4) / 5 ) D. (13.6 ( times 4) / 9 )	Chemistry
All alkane forming isomers if the number of least carbon atom is : A . 1 B. 2 ( c .3 ) ( D )	Chemistry
Which of these is an example for zygomorphic flower with imbricate aestivation? A. Calotropis B. Mustard c. canna D. cassia E. Cucumber	Biology
Using the formula for squaring a binomial the value of ( (999)^{2} ) is: A. 98009 B. 998005 c. 998001 D. 998002	Maths
Large astronomical telescopes always use as objective A. Iens B. mirror c. combinations of lenses D. none of the above	Physics
What is a rhytidome? A. It is a bark B. Dead tissue separated by periderm on outerside C. Dead tissue separated by periderm on inner side D. Secondary cortex	Biology
Generally solubility of gases in liquids is decreases as increasing temperature. Give reason	Chemistry
The apparent depth of water in a cylindrical water tank of diameter ( 2 R ) ( mathrm{cm} ) is reducing at the rate of ( x mathrm{cm} / mathrm{min} ) when water is being drained out at a constant rate. The amount of water drained in ( c c / ) minute is: ( left(n_{1}=right. ) refractive index of air, ( n_{2}= ) refractive index of water) A ( cdot frac{x pi R^{2} n_{1}}{n_{2}} ) В ( cdot frac{x pi R^{2} n_{2}}{n_{1}} ) ( mathbf{c} cdot frac{2 pi R n_{1}}{n_{2}} ) D. ( pi R^{2} x )	Physics
Statement-1: The point ( boldsymbol{A}(mathbf{3}, mathbf{1}, boldsymbol{6}) ) is the mirror image of the point ( B(1,3,4) ) in the plane ( boldsymbol{x}-boldsymbol{y}+boldsymbol{z}=mathbf{5} ) Statement-2: The plane ( boldsymbol{x}-boldsymbol{y}+boldsymbol{z}=mathbf{5} ) bisects the line segment joining ( boldsymbol{A}(boldsymbol{3}, mathbf{1}, boldsymbol{6}) ) and ( boldsymbol{B}(mathbf{1}, boldsymbol{3}, boldsymbol{4}) ) A. Statement-1 is true and Statement-2 is true: Statement-2 is not the correct explanation for Statement-1 B. Statement-1 is true, Statement-2 is false c. Statement-1 is false, Statement-2 is true D. Statement-1 is true, Statement-2 is true; Statement-2 is the correct explanation for Statement-	Maths
The number of words that can be formed out of the letters of the word ARTICLE so that the vowels occupy even places is A .574 B. 36 ( c .754 ) D. 144	Maths
Casseterite ore consists of magnetic impurity named as: A. chromite B. wolframite c. magnetite D. Limonite	Chemistry
The direction of current in the smaller circuit is A. clockwise B. anticlockwise c. always changes with time D. cannot be calculated E. answer required	Physics
Describe this topic: Effect of sewage discharge on some important characteristics of a river	Biology
What is the p.d. across the terminals ( left(V_{T}right) ) of a cell with emf ( E ) for open circuit ( ? ) A ( cdot V_{T}<E ) в. ( V_{T}>E ) c. ( V_{T}=0 ) D. ( V_{T}=E )	Physics
A jet plane is travelling towards west at a speed of ( 1800 mathrm{km} / mathrm{h} . ) What is the voltage difference developed between the ends of the wing having a span of 25 ( mathrm{m}, ) if the Earth's magnetic filed at the location has a magnitude of ( 5 times 10^{-4} T ) and the dip angle is ( 30^{0} ? )	Physics
Thin threads are tightly wound on the ends of a uniform solid cylinder of mass m. The free ends of the threads are attached to the ceiling of an elevator car. The car starts going up with an acceleration ( overrightarrow{boldsymbol{w}}_{mathbf{0}} ) Find the acceleration ( vec{w}^{prime} ) of the cylinder relative to the car: A ( cdot vec{w}^{prime}=frac{2}{3}left(g-vec{w}_{0}right) ) B ( cdot vec{w}^{prime}=frac{3}{2}left(g-vec{w}_{0}right) ) c. ( vec{w}^{prime}=2 frac{3}{2}left(g-vec{w}_{0}right) ) D・ ( vec{w}^{prime}=2 frac{2}{3}left(g-vec{w}_{0}right) )	Physics
Find the amount and the compound interest on Rs.120000 at 8% per annum for 1 year, compounded half-yearly.	Maths
Write first four terms of the ( A P, ) when the first term a and the common difference d are given as follows: ( (i) a=10 d=10 ) (ii) ( a=-2, d=0-3 ) (iii) ( a=4, d=-3 ) (iv) ( a=-1, d=frac{1}{2} ) ( (v) a=-1, d=frac{1}{2} )	Maths
How many neutrons and electrons are present in the nuclei of ( _{6}^{13} C_{, 8}^{16} O_{12}^{24} M g_{, 26}^{56} F e ) and ( _{33}^{88} S r ? )	Chemistry
Construct a triangle ( P Q R ), whose perimeter is ( 14 mathrm{cm} ) and whose sides are in the ratio 2: 4: 5	Maths
On the earth surface, 'g' is a vector and its direction is oriented towards the centre of the ( A cdot ) body B. sun c. earth D. none of these	Physics
The ionospheric layer acts as a reflector for the frequency range ( mathbf{A} cdot 1 mathrm{kHz} ) to ( 10 mathrm{kHz} ) B. 3 to 30 МНz ( c cdot 3 ) to ( 30 mathrm{kHz} ) D. 100 kHz to 1 MHz ( E . ) 3 GHz to 30 GHz	Physics
Assertion The average mass of one Mg atom is 24.305 amu, which is not equal to the actual mass of one Mg atom. Reason Three isotopes, ( ^{24} M g,^{25} M g ) and ( ^{26} M g ) of Mg can be found in nature. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Assertion is incorrect but Reason is correct	Physics
Find an expression for the magnetic dipole moment and magnetic field induction at the centre of a Bohr's hypothetical hydrogen atom in the ( n^{t h} ) orbit of the electron in terms of universal constants.	Physics
The table shows the number of books on each number of subjects. Find the median. Subject ( quad 2 quad 3 quad 5 quad 6 ) 3 50 begin{tabular}{l|c|c|c|}  number f books & 20 & 39 & 10  hline end{tabular} 20 ( A cdot 2 ) B. 3 c. 5 ( D )	Maths
The area in the first quadrant bounded by the curves ( x^{2}=2 y, y^{2}=2 x ) and ( x^{2}+y^{2}=3 ) is	Maths
Assertion Path of a particle in SHM is always a straight line. Reason All straight line motions are not simple harmonic. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion C. Assertion is correct but Reason is incorrect D. Assertion is incorrect but Reason is correct	Physics
Out of ( N i(C O)_{4}, N i(C N)_{4}^{2-} ) and ( N i C l_{4}^{2-} ) select paramagnetic and diamagnetic. A ( cdot N i(C O)_{4} ) and ( N i(C N)_{4}^{2-} ) are diamagnetic B . ( N i C l_{4}^{2-} ) is paramagnetic c. Both (A) and (B) Correct D. None of these	Chemistry
A particle having charge ( q ) and mass ( m ) is projected with velocity ( overrightarrow{boldsymbol{v}}=2 hat{mathbf{i}}-mathbf{3} hat{mathbf{j}} ) in a uniform electric field ( overrightarrow{boldsymbol{E}}=boldsymbol{E}_{0} cdot hat{boldsymbol{j}} ) Change in momentum ( |Delta bar{p}| ) during any time interval ( t ) is given by: A ( cdot sqrt{q E_{0} t} ) в. ( q E_{0} ) c. ( frac{q E_{0} t}{m} ) D. zero	Physics
Let ( a_{n} ) be an A.P. for which ( d=8 ) and ( a_{2}=12 . ) Find ( a_{1} ) A . 1 B. 4 ( c .3 ) D. 2	Maths
Find the value of ( sin left(cot ^{-1} xright) )	Maths
If ( boldsymbol{f}: boldsymbol{R} rightarrow boldsymbol{R} ) and ( boldsymbol{g}: boldsymbol{R} rightarrow boldsymbol{R} ) are defined by ( boldsymbol{f}(boldsymbol{x})=boldsymbol{x}-[boldsymbol{x}] ) and ( boldsymbol{g}(boldsymbol{x})=[boldsymbol{x}] ) for ( boldsymbol{x} in boldsymbol{R}, ) where ( [boldsymbol{x}] ) is the greatest integer not exceeding ( x, ) then for every ( x in ) ( boldsymbol{R}, boldsymbol{f}(boldsymbol{g}(boldsymbol{x}))= ) A . ( x ) в. 0 c. ( f(x) ) D. ( g(x) )	Maths
A ball of mass ( 100 g ) is thrown with a speed of ( 15 mathrm{m} / mathrm{s} ). Calculate its kinetic energy.	Physics
